content_key,response_index,synthetic_type,criterion_key,validator_A_label,validator_A_evidence_quote,validator_B_label,validator_B_evidence_quote,agreement,lead_adjudication,final_gold_label
APSTAT-MOD5-M001,0,fully_correct,descriptive_statistics,,,,,,,
APSTAT-MOD5-M001,1,incorrect,descriptive_statistics,,,,,,,
APSTAT-MOD5-M002,0,fully_correct,box_plot_creation,,,,,,,
APSTAT-MOD5-M002,1,incorrect,box_plot_creation,,,,,,,
APSTAT-MOD5-M003,0,fully_correct,histogram_interpretation,,,,,,,
APSTAT-MOD5-M003,1,incorrect,histogram_interpretation,,,,,,,
APSTAT-MOD5-M004,0,fully_correct,effect_on_mean,,,,,,,
APSTAT-MOD5-M004,1,incorrect,effect_on_mean,,,,,,,
APSTAT-MOD5-M005,0,fully_correct,standard_deviation_interpretation,,,,,,,
APSTAT-MOD5-M005,1,incorrect,standard_deviation_interpretation,,,,,,,
APSTAT-MOD5-H001-INV,0,fully_correct,causation_vs_correlation,,,,,,,
APSTAT-MOD5-H001-INV,0,fully_correct,confounding_variables,,,,,,,
APSTAT-MOD5-H001-INV,0,fully_correct,experimental_advantage,,,,,,,
APSTAT-MOD5-H001-INV,0,fully_correct,experimental_conclusion,,,,,,,
APSTAT-MOD5-H001-INV,1,borderline,causation_vs_correlation,,,,,,,
APSTAT-MOD5-H001-INV,1,borderline,confounding_variables,,,,,,,
APSTAT-MOD5-H001-INV,1,borderline,experimental_advantage,,,,,,,
APSTAT-MOD5-H001-INV,1,borderline,experimental_conclusion,,,,,,,
APSTAT-MOD5-H001-INV,2,partially_correct,causation_vs_correlation,,,,,,,
APSTAT-MOD5-H001-INV,2,partially_correct,confounding_variables,,,,,,,
APSTAT-MOD5-H001-INV,2,partially_correct,experimental_advantage,,,,,,,
APSTAT-MOD5-H001-INV,2,partially_correct,experimental_conclusion,,,,,,,
APSTAT-MOD5-H001-INV,3,subtly_wrong,causation_vs_correlation,,,,,,,
APSTAT-MOD5-H001-INV,3,subtly_wrong,confounding_variables,,,,,,,
APSTAT-MOD5-H001-INV,3,subtly_wrong,experimental_advantage,,,,,,,
APSTAT-MOD5-H001-INV,3,subtly_wrong,experimental_conclusion,,,,,,,
APSTAT-MOD6-M002,0,fully_correct,confidence_interval_interpretation,,,,,,,
APSTAT-MOD6-M002,1,incorrect,confidence_interval_interpretation,,,,,,,
APSTAT-MOD6-M003,0,fully_correct,ci_calculation,,,,,,,
APSTAT-MOD6-M003,1,incorrect,ci_calculation,,,,,,,
APSTAT-MOD6-M004,0,fully_correct,clt_application,,,,,,,
APSTAT-MOD6-M004,1,incorrect,clt_application,,,,,,,
APSTAT-MOD6-M005,0,fully_correct,standard_error_effect,,,,,,,
APSTAT-MOD6-M005,1,incorrect,standard_error_effect,,,,,,,
APSTAT-MOD6-M001,0,fully_correct,sampling_design,,,,,,,
APSTAT-MOD6-M001,0,fully_correct,margin_of_error,,,,,,,
APSTAT-MOD6-M001,1,borderline,sampling_design,,,,,,,
APSTAT-MOD6-M001,1,borderline,margin_of_error,,,,,,,
APSTAT-MOD6-M001,2,partially_correct,sampling_design,,,,,,,
APSTAT-MOD6-M001,2,partially_correct,margin_of_error,,,,,,,
APSTAT-MOD6-M001,3,subtly_wrong,sampling_design,,,,,,,
APSTAT-MOD6-M001,3,subtly_wrong,margin_of_error,,,,,,,
APSTAT-MOD6-H002,0,fully_correct,ci_width_reasoning,,,,,,,
APSTAT-MOD6-H002,1,incorrect,ci_width_reasoning,,,,,,,
APSTAT-MOD6-H003,0,fully_correct,power_calculation,,,,,,,
APSTAT-MOD6-H003,1,incorrect,power_calculation,,,,,,,
APSTAT-MOD6-H004,0,fully_correct,residual_analysis,,,,,,,
APSTAT-MOD6-H004,1,incorrect,residual_analysis,,,,,,,
APSTAT-MOD6-H005,0,fully_correct,bias_variance_tradeoff,,,,,,,
APSTAT-MOD6-H005,1,incorrect,bias_variance_tradeoff,,,,,,,
APSTAT-MOD6-H006,0,fully_correct,hypothesis_test_types,,,,,,,
APSTAT-MOD6-H006,1,incorrect,hypothesis_test_types,,,,,,,
APSTAT-MOD6-H007,0,fully_correct,ci_width_calculation,,,,,,,
APSTAT-MOD6-H007,1,incorrect,ci_width_calculation,,,,,,,
APSTAT-MOD6-H008,0,fully_correct,study_design_comprehensive,,,,,,,
APSTAT-MOD6-H008,1,incorrect,study_design_comprehensive,,,,,,,
APSTAT-MOD6-H009,0,fully_correct,robust_measure_selection,,,,,,,
APSTAT-MOD6-H009,1,incorrect,robust_measure_selection,,,,,,,
APSTAT-MOD6-H010,0,fully_correct,sampling_variability,,,,,,,
APSTAT-MOD6-H010,1,incorrect,sampling_variability,,,,,,,
APSTAT-MOD6-H001,0,fully_correct,hypotheses_setup,,,,,,,
APSTAT-MOD6-H001,0,fully_correct,test_calculation,,,,,,,
APSTAT-MOD6-H001,0,fully_correct,conclusion,,,,,,,
APSTAT-MOD6-H001,1,borderline,hypotheses_setup,,,,,,,
APSTAT-MOD6-H001,1,borderline,test_calculation,,,,,,,
APSTAT-MOD6-H001,1,borderline,conclusion,,,,,,,
APSTAT-MOD6-H001,2,partially_correct,hypotheses_setup,,,,,,,
APSTAT-MOD6-H001,2,partially_correct,test_calculation,,,,,,,
APSTAT-MOD6-H001,2,partially_correct,conclusion,,,,,,,
APSTAT-MOD6-H001,3,subtly_wrong,hypotheses_setup,,,,,,,
APSTAT-MOD6-H001,3,subtly_wrong,test_calculation,,,,,,,
APSTAT-MOD6-H001,3,subtly_wrong,conclusion,,,,,,,
APSTAT-MOD6-H002-INV,0,fully_correct,exploratory_analysis,,,,,,,
APSTAT-MOD6-H002-INV,0,fully_correct,regression_fitting,,,,,,,
APSTAT-MOD6-H002-INV,0,fully_correct,residual_diagnostics,,,,,,,
APSTAT-MOD6-H002-INV,0,fully_correct,model_recommendation,,,,,,,
APSTAT-MOD6-H002-INV,1,borderline,exploratory_analysis,,,,,,,
APSTAT-MOD6-H002-INV,1,borderline,regression_fitting,,,,,,,
APSTAT-MOD6-H002-INV,1,borderline,residual_diagnostics,,,,,,,
APSTAT-MOD6-H002-INV,1,borderline,model_recommendation,,,,,,,
APSTAT-MOD6-H002-INV,2,partially_correct,exploratory_analysis,,,,,,,
APSTAT-MOD6-H002-INV,2,partially_correct,regression_fitting,,,,,,,
APSTAT-MOD6-H002-INV,2,partially_correct,residual_diagnostics,,,,,,,
APSTAT-MOD6-H002-INV,2,partially_correct,model_recommendation,,,,,,,
APSTAT-MOD6-H002-INV,3,subtly_wrong,exploratory_analysis,,,,,,,
APSTAT-MOD6-H002-INV,3,subtly_wrong,regression_fitting,,,,,,,
APSTAT-MOD6-H002-INV,3,subtly_wrong,residual_diagnostics,,,,,,,
APSTAT-MOD6-H002-INV,3,subtly_wrong,model_recommendation,,,,,,,
APSTAT-MOD7-M001,0,fully_correct,marginal_probability,,,,,,,
APSTAT-MOD7-M001,1,incorrect,marginal_probability,,,,,,,
APSTAT-MOD7-M002,0,fully_correct,independence_multiplication,,,,,,,
APSTAT-MOD7-M002,1,incorrect,independence_multiplication,,,,,,,
APSTAT-MOD7-M003,0,fully_correct,test_performance,,,,,,,
APSTAT-MOD7-M003,1,incorrect,test_performance,,,,,,,
APSTAT-MOD7-M004,0,fully_correct,tree_diagram_calculation,,,,,,,
APSTAT-MOD7-M004,1,incorrect,tree_diagram_calculation,,,,,,,
APSTAT-MOD7-M005,0,fully_correct,expected_value,,,,,,,
APSTAT-MOD7-M005,1,incorrect,expected_value,,,,,,,
APSTAT-MOD7-H002,0,fully_correct,mutually_exclusive,,,,,,,
APSTAT-MOD7-H002,1,incorrect,mutually_exclusive,,,,,,,
APSTAT-MOD7-H003,0,fully_correct,permutation_combination,,,,,,,
APSTAT-MOD7-H003,1,incorrect,permutation_combination,,,,,,,
APSTAT-MOD7-H004,0,fully_correct,variance_calculation,,,,,,,
APSTAT-MOD7-H004,1,incorrect,variance_calculation,,,,,,,
APSTAT-MOD7-H005,0,fully_correct,binomial_probability,,,,,,,
APSTAT-MOD7-H005,1,incorrect,binomial_probability,,,,,,,
APSTAT-MOD7-H006,0,fully_correct,correlation_interpretation,,,,,,,
APSTAT-MOD7-H006,1,incorrect,correlation_interpretation,,,,,,,
APSTAT-MOD7-H007,0,fully_correct,standard_error_sample_size,,,,,,,
APSTAT-MOD7-H007,1,incorrect,standard_error_sample_size,,,,,,,
APSTAT-MOD7-H008,0,fully_correct,clt_justification,,,,,,,
APSTAT-MOD7-H008,1,incorrect,clt_justification,,,,,,,
APSTAT-MOD7-H009,0,fully_correct,pvalue_interpretation,,,,,,,
APSTAT-MOD7-H009,1,incorrect,pvalue_interpretation,,,,,,,
APSTAT-MOD7-H010,0,fully_correct,correlation_inference_effect,,,,,,,
APSTAT-MOD7-H010,1,incorrect,correlation_inference_effect,,,,,,,
APSTAT-MOD7-H001,0,fully_correct,bayes_theorem_setup,,,,,,,
APSTAT-MOD7-H001,0,fully_correct,calculation,,,,,,,
APSTAT-MOD7-H001,1,borderline,bayes_theorem_setup,,,,,,,
APSTAT-MOD7-H001,1,borderline,calculation,,,,,,,
APSTAT-MOD7-H001,2,partially_correct,bayes_theorem_setup,,,,,,,
APSTAT-MOD7-H001,2,partially_correct,calculation,,,,,,,
APSTAT-MOD7-H001,3,subtly_wrong,bayes_theorem_setup,,,,,,,
APSTAT-MOD7-H001,3,subtly_wrong,calculation,,,,,,,
APSTAT-MOD7-H002-INV,0,fully_correct,contingency_table,,,,,,,
APSTAT-MOD7-H002-INV,0,fully_correct,chi_square_test,,,,,,,
APSTAT-MOD7-H002-INV,0,fully_correct,probability_analysis,,,,,,,
APSTAT-MOD7-H002-INV,0,fully_correct,contextual_interpretation,,,,,,,
APSTAT-MOD7-H002-INV,1,borderline,contingency_table,,,,,,,
APSTAT-MOD7-H002-INV,1,borderline,chi_square_test,,,,,,,
APSTAT-MOD7-H002-INV,1,borderline,probability_analysis,,,,,,,
APSTAT-MOD7-H002-INV,1,borderline,contextual_interpretation,,,,,,,
APSTAT-MOD7-H002-INV,2,partially_correct,contingency_table,,,,,,,
APSTAT-MOD7-H002-INV,2,partially_correct,chi_square_test,,,,,,,
APSTAT-MOD7-H002-INV,2,partially_correct,probability_analysis,,,,,,,
APSTAT-MOD7-H002-INV,2,partially_correct,contextual_interpretation,,,,,,,
APSTAT-MOD7-H002-INV,3,subtly_wrong,contingency_table,,,,,,,
APSTAT-MOD7-H002-INV,3,subtly_wrong,chi_square_test,,,,,,,
APSTAT-MOD7-H002-INV,3,subtly_wrong,probability_analysis,,,,,,,
APSTAT-MOD7-H002-INV,3,subtly_wrong,contextual_interpretation,,,,,,,
APSTAT-MOD8-M001,0,fully_correct,correlation_assessment,,,,,,,
APSTAT-MOD8-M001,1,incorrect,correlation_assessment,,,,,,,
APSTAT-MOD8-M002,0,fully_correct,r_squared_interpretation,,,,,,,
APSTAT-MOD8-M002,1,incorrect,r_squared_interpretation,,,,,,,
APSTAT-MOD8-M003,0,fully_correct,regression_prediction,,,,,,,
APSTAT-MOD8-M003,1,incorrect,regression_prediction,,,,,,,
APSTAT-MOD8-M004,0,fully_correct,slope_interpretation,,,,,,,
APSTAT-MOD8-M004,1,incorrect,slope_interpretation,,,,,,,
APSTAT-MOD8-M005,0,fully_correct,extrapolation_danger,,,,,,,
APSTAT-MOD8-M005,1,incorrect,extrapolation_danger,,,,,,,
APSTAT-MOD8-H002,0,fully_correct,model_inadequacy,,,,,,,
APSTAT-MOD8-H002,1,incorrect,model_inadequacy,,,,,,,
APSTAT-MOD8-H003,0,fully_correct,outlier_analysis,,,,,,,
APSTAT-MOD8-H003,1,incorrect,outlier_analysis,,,,,,,
APSTAT-MOD8-H004,0,fully_correct,slope_ci,,,,,,,
APSTAT-MOD8-H004,1,incorrect,slope_ci,,,,,,,
APSTAT-MOD8-H001,0,fully_correct,correlation_calculation,,,,,,,
APSTAT-MOD8-H001,0,fully_correct,regression_equation,,,,,,,
APSTAT-MOD8-H001,0,fully_correct,interpretation,,,,,,,
APSTAT-MOD8-H001,1,borderline,correlation_calculation,,,,,,,
APSTAT-MOD8-H001,1,borderline,regression_equation,,,,,,,
APSTAT-MOD8-H001,1,borderline,interpretation,,,,,,,
APSTAT-MOD8-H001,2,partially_correct,correlation_calculation,,,,,,,
APSTAT-MOD8-H001,2,partially_correct,regression_equation,,,,,,,
APSTAT-MOD8-H001,2,partially_correct,interpretation,,,,,,,
APSTAT-MOD8-H001,3,subtly_wrong,correlation_calculation,,,,,,,
APSTAT-MOD8-H001,3,subtly_wrong,regression_equation,,,,,,,
APSTAT-MOD8-H001,3,subtly_wrong,interpretation,,,,,,,
APSTAT-MOD8-VH001,0,fully_correct,model_development,,,,,,,
APSTAT-MOD8-VH001,0,fully_correct,coefficient_interpretation,,,,,,,
APSTAT-MOD8-VH001,0,fully_correct,model_assessment,,,,,,,
APSTAT-MOD8-VH001,0,fully_correct,multicollinearity_discussion,,,,,,,
APSTAT-MOD8-VH001,1,borderline,model_development,,,,,,,
APSTAT-MOD8-VH001,1,borderline,coefficient_interpretation,,,,,,,
APSTAT-MOD8-VH001,1,borderline,model_assessment,,,,,,,
APSTAT-MOD8-VH001,1,borderline,multicollinearity_discussion,,,,,,,
APSTAT-MOD8-VH001,2,partially_correct,model_development,,,,,,,
APSTAT-MOD8-VH001,2,partially_correct,coefficient_interpretation,,,,,,,
APSTAT-MOD8-VH001,2,partially_correct,model_assessment,,,,,,,
APSTAT-MOD8-VH001,2,partially_correct,multicollinearity_discussion,,,,,,,
APSTAT-MOD8-VH001,3,subtly_wrong,model_development,,,,,,,
APSTAT-MOD8-VH001,3,subtly_wrong,coefficient_interpretation,,,,,,,
APSTAT-MOD8-VH001,3,subtly_wrong,model_assessment,,,,,,,
APSTAT-MOD8-VH001,3,subtly_wrong,multicollinearity_discussion,,,,,,,
STATS-MOD1-E001,0,fully_correct,definitions,,,,,,,
STATS-MOD1-E001,1,incorrect,definitions,,,,,,,
STATS-MOD1-E002,0,fully_correct,variable_classification,,,,,,,
STATS-MOD1-E002,1,incorrect,variable_classification,,,,,,,
STATS-MOD1-E003,0,fully_correct,population_sample,,,,,,,
STATS-MOD1-E003,1,incorrect,population_sample,,,,,,,
STATS-MOD1-E004,0,fully_correct,mean_calculation,,,,,,,
STATS-MOD1-E004,1,incorrect,mean_calculation,,,,,,,
STATS-MOD1-E005,0,fully_correct,parameter_statistic,,,,,,,
STATS-MOD1-E005,1,incorrect,parameter_statistic,,,,,,,
STATS-MOD1-M001,0,fully_correct,sampling_methods,,,,,,,
STATS-MOD1-M001,1,borderline,sampling_methods,,,,,,,
STATS-MOD1-M002,0,fully_correct,std_dev_calculation,,,,,,,
STATS-MOD1-M002,1,borderline,std_dev_calculation,,,,,,,
STATS-MOD1-M003,0,fully_correct,study_type_selection,,,,,,,
STATS-MOD1-M003,1,borderline,study_type_selection,,,,,,,
STATS-MOD1-M004,0,fully_correct,frequency_table,,,,,,,
STATS-MOD1-M004,1,borderline,frequency_table,,,,,,,
STATS-MOD1-M005,0,fully_correct,unbiased_estimator,,,,,,,
STATS-MOD1-M005,1,borderline,unbiased_estimator,,,,,,,
STATS-MOD3-M006,0,fully_correct,percentile_zscore,,,,,,,
STATS-MOD3-M006,1,borderline,percentile_zscore,,,,,,,
STATS-MOD3-M007,0,fully_correct,standard_normal_utility,,,,,,,
STATS-MOD3-M007,1,borderline,standard_normal_utility,,,,,,,
STATS-MOD3-H006,0,fully_correct,bimodal_analysis,,,,,,,
STATS-MOD3-H006,1,borderline,bimodal_analysis,,,,,,,
STATS-MOD3-H007,0,fully_correct,skewness_effect,,,,,,,
STATS-MOD3-H007,1,borderline,skewness_effect,,,,,,,
STATS-MOD3-H008,0,fully_correct,variability_inference,,,,,,,
STATS-MOD3-H008,1,borderline,variability_inference,,,,,,,
STATS-MOD3-H009,0,fully_correct,histogram_analysis,,,,,,,
STATS-MOD3-H009,1,borderline,histogram_analysis,,,,,,,
STATS-MOD3-H010,0,fully_correct,transformation_effects,,,,,,,
STATS-MOD3-H010,1,borderline,transformation_effects,,,,,,,
STATS-MOD4-M008,0,fully_correct,systematic_bias,,,,,,,
STATS-MOD4-M008,1,borderline,systematic_bias,,,,,,,
STATS-MOD4-M009,0,fully_correct,matched_pairs_design,,,,,,,
STATS-MOD4-M009,1,borderline,matched_pairs_design,,,,,,,
STATS-MOD4-M010,0,fully_correct,design_comparison,,,,,,,
STATS-MOD4-M010,1,borderline,design_comparison,,,,,,,
STATS-MOD4-H011,0,fully_correct,sampling_choice,,,,,,,
STATS-MOD4-H011,1,borderline,sampling_choice,,,,,,,
STATS-MOD4-H012,0,fully_correct,double_blind_importance,,,,,,,
STATS-MOD4-H012,1,borderline,double_blind_importance,,,,,,,
STATS-MOD4-H013,0,fully_correct,ethical_design,,,,,,,
STATS-MOD4-H013,1,borderline,ethical_design,,,,,,,
STATS-MOD4-H014,0,fully_correct,multifactor_analysis,,,,,,,
STATS-MOD4-H014,1,borderline,multifactor_analysis,,,,,,,
STATS-MOD4-H015,0,fully_correct,bias_types,,,,,,,
STATS-MOD4-H015,1,borderline,bias_types,,,,,,,
STATS-MOD9-H016,0,fully_correct,significance_vs_effect,,,,,,,
STATS-MOD9-H016,1,borderline,significance_vs_effect,,,,,,,
STATS-MOD9-H017,0,fully_correct,type_ii_power,,,,,,,
STATS-MOD9-H017,1,borderline,type_ii_power,,,,,,,
STATS-MOD9-H018,0,fully_correct,power_sample_size,,,,,,,
STATS-MOD9-H018,1,borderline,power_sample_size,,,,,,,
STATS-MOD9-H019,0,fully_correct,bayesian_frequentist,,,,,,,
STATS-MOD9-H019,1,borderline,bayesian_frequentist,,,,,,,
STATS-MOD9-H020,0,fully_correct,multiple_comparisons,,,,,,,
STATS-MOD9-H020,1,borderline,multiple_comparisons,,,,,,,
STATS-MOD9-VH001,0,fully_correct,nonparametric_tests,,,,,,,
STATS-MOD9-VH001,1,borderline,nonparametric_tests,,,,,,,
STATS-MOD9-VH002,0,fully_correct,bootstrap_methods,,,,,,,
STATS-MOD9-VH002,1,borderline,bootstrap_methods,,,,,,,
STATS-MOD9-VH003,0,fully_correct,curse_dimensionality,,,,,,,
STATS-MOD9-VH003,1,borderline,curse_dimensionality,,,,,,,
STATS-MOD9-VH004,0,fully_correct,regularization,,,,,,,
STATS-MOD9-VH004,1,borderline,regularization,,,,,,,
STATS-MOD9-VH005,0,fully_correct,ci_vs_credible,,,,,,,
STATS-MOD9-VH005,1,borderline,ci_vs_credible,,,,,,,
STATS-MOD1-E006,0,fully_correct,data_types,,,,,,,
STATS-MOD1-E006,1,incorrect,data_types,,,,,,,
STATS-MOD3-E006,0,fully_correct,empirical_rule,,,,,,,
STATS-MOD3-E006,1,borderline,empirical_rule,,,,,,,
STATS-MOD3-E007,0,fully_correct,variance_sd,,,,,,,
STATS-MOD3-E007,1,incorrect,variance_sd,,,,,,,
STATS-MOD4-E005,0,fully_correct,experiment_vs_survey,,,,,,,
STATS-MOD4-E005,1,borderline,experiment_vs_survey,,,,,,,
STATS-MOD4-E006,0,fully_correct,random_assignment,,,,,,,
STATS-MOD4-E006,1,incorrect,random_assignment,,,,,,,
