content_key,content_item_version_id,attainment_ratio,ratio_status,ratio_basis,contributing_verbs,committed_difficulty,ratio_cutpoint_band,cutpoint_vs_committed
APBIO-FRQ-L-019,0d8bb422-95ef-4e50-884e-38f83cb4cf6a,0.484167,computed,all_exact,"[{""ratio"": 0.409333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""AB5 P5"", ""normalization"": ""0.03-0.439+0.549"", ""normalized_ratio"": 0.14, ""question"": ""AB5"", ""raw_ratio"": 0.03, ""subject"": ""AP Calculus AB""}, {""label"": ""03"", ""normalization"": ""0.31-0.440+0.549"", ""normalized_ratio"": 0.41900000000000004, ""question"": ""2"", ""raw_ratio"": 0.31, ""subject"": ""AP Chemistry""}, {""label"": ""05"", ""normalization"": ""0.56-0.440+0.549"", ""normalized_ratio"": 0.669, ""question"": ""2"", ""raw_ratio"": 0.56, ""subject"": ""AP Chemistry""}], ""verb"": ""determine""}, {""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Hard,different
APBIO-FRQ-L-021,072da3bc-ba23-4a52-8ef5-f1bb9a8ae49a,0.537167,computed,all_exact,"[{""ratio"": 0.515333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.64, ""question"": ""1"", ""raw_ratio"": 0.64, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.5, ""question"": ""2"", ""raw_ratio"": 0.5, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""0.46-0.603+0.549"", ""normalized_ratio"": 0.4060000000000001, ""question"": ""3"", ""raw_ratio"": 0.46, ""subject"": ""AP Physics C: E&M""}], ""verb"": ""describe""}, {""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-L-026,13f4a0e3-a018-4ddf-ba71-c4a0ca0d7e67,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-L-030,e5703022-8587-4962-ad27-d63b8bb56227,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-L-031,4bc0591a-b1a8-4709-9e8d-b749210972b7,0.707778,computed,all_exact,"[{""ratio"": 0.515333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.64, ""question"": ""1"", ""raw_ratio"": 0.64, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.5, ""question"": ""2"", ""raw_ratio"": 0.5, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""0.46-0.603+0.549"", ""normalized_ratio"": 0.4060000000000001, ""question"": ""3"", ""raw_ratio"": 0.46, ""subject"": ""AP Physics C: E&M""}], ""verb"": ""describe""}, {""ratio"": 0.759, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""01"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""5"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}], ""verb"": ""predict""}, {""ratio"": 0.849, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.74-0.440+0.549"", ""normalized_ratio"": 0.849, ""question"": ""4"", ""raw_ratio"": 0.74, ""subject"": ""AP Chemistry""}], ""verb"": ""propose""}]",Hard,Medium,different
APBIO-FRQ-L-036,69b78d2f-d887-4d95-8fa4-0dd416185da6,0.580833,computed,all_exact,"[{""ratio"": 0.515333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.64, ""question"": ""1"", ""raw_ratio"": 0.64, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.5, ""question"": ""2"", ""raw_ratio"": 0.5, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""0.46-0.603+0.549"", ""normalized_ratio"": 0.4060000000000001, ""question"": ""3"", ""raw_ratio"": 0.46, ""subject"": ""AP Physics C: E&M""}], ""verb"": ""describe""}, {""ratio"": 0.49, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""AB1 P6"", ""normalization"": ""0.38-0.439+0.549"", ""normalized_ratio"": 0.49000000000000005, ""question"": ""AB1/BC1"", ""raw_ratio"": 0.38, ""subject"": ""AP Calculus AB""}], ""verb"": ""evaluate""}, {""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}, {""ratio"": 0.759, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""01"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""5"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}], ""verb"": ""predict""}]",Hard,Medium,different
APBIO-FRQ-S-003,c4da3229-8d7a-4cf9-8738-68b62af20372,0.541917,computed,mixed,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}, {""ratio"": 0.524833, ""ratio_source"": ""tier_fallback"", ""source_verbs"": [{""ratio"": 0.515333, ""verb"": ""describe""}, {""ratio"": 0.723333, ""verb"": ""construct""}, {""ratio"": 0.409333, ""verb"": ""determine""}, {""ratio"": 0.243, ""verb"": ""represent""}, {""ratio"": 0.559, ""verb"": ""explain""}, {""ratio"": 0.699, ""verb"": ""write""}], ""verb"": ""trace""}]",Medium,Medium,same
APBIO-FRQ-S-006,6162803c-0888-41cb-8c04-9f2b196f0091,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-S-007,dac34d4b-b53d-4def-8fea-a4167b7a49de,0.723333,computed,all_exact,"[{""ratio"": 0.723333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""B1"", ""normalization"": ""none"", ""normalized_ratio"": 0.88, ""question"": ""2"", ""raw_ratio"": 0.88, ""subject"": ""AP Biology""}, {""label"": ""B2"", ""normalization"": ""none"", ""normalized_ratio"": 0.66, ""question"": ""2"", ""raw_ratio"": 0.66, ""subject"": ""AP Biology""}, {""label"": ""B3"", ""normalization"": ""none"", ""normalized_ratio"": 0.63, ""question"": ""2"", ""raw_ratio"": 0.63, ""subject"": ""AP Biology""}], ""verb"": ""construct""}]",Medium,Medium,same
APBIO-FRQ-S-009,1517aedb-e279-44e8-9696-42b235bffd00,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-010,9c5f933f-f9a7-4c39-bf21-048315268be5,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-011,5b8ee27e-2447-416d-9691-070bdf3b96da,,unavailable,,[],Hard,,unavailable_judgement_basis
APBIO-FRQ-S-016,9d8b0980-5c11-4f0a-b270-cd30e7619edb,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-017,47959e87-42b9-4634-8705-ecffcab4754e,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-019,51c855c0-9e64-4788-bfb5-a679129a281f,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-S-020,9ea33554-4ed7-4d97-8ccc-d253c1d71c1d,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-021,1c8662ac-d06b-47e4-bfd3-714dae885aac,,unavailable,,[],Easy,,unavailable_judgement_basis
APBIO-FRQ-S-023,89ba31c8-84ca-4f2c-be9c-01fb4ea8e76b,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-025,9384a865-b082-4048-a087-b4c26cc859ee,,unavailable,,[],Easy,,unavailable_judgement_basis
APBIO-FRQ-S-026,3d6ff5f6-4ea2-44a4-874b-f22120fdb97e,0.609643,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}, {""ratio"": 0.660286, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""C1"", ""normalization"": ""none"", ""normalized_ratio"": 0.76, ""question"": ""1"", ""raw_ratio"": 0.76, ""subject"": ""AP Biology""}, {""label"": ""C2"", ""normalization"": ""none"", ""normalized_ratio"": 0.89, ""question"": ""1"", ""raw_ratio"": 0.89, ""subject"": ""AP Biology""}, {""label"": ""AB4 P3"", ""normalization"": ""0.27-0.439+0.549"", ""normalized_ratio"": 0.38000000000000006, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.27, ""subject"": ""AP Calculus AB""}, {""label"": ""BC4 P3"", ""normalization"": ""0.38-0.546+0.549"", ""normalized_ratio"": 0.383, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.38, ""subject"": ""AP Calculus BC""}, {""label"": ""01"", ""normalization"": ""0.56-0.440+0.549"", ""normalized_ratio"": 0.669, ""question"": ""4"", ""raw_ratio"": 0.56, ""subject"": ""AP Chemistry""}, {""label"": ""01"", ""normalization"": ""0.61-0.440+0.549"", ""normalized_ratio"": 0.7190000000000001, ""question"": ""7"", ""raw_ratio"": 0.61, ""subject"": ""AP Chemistry""}, {""label"": ""A2"", ""normalization"": ""0.72-0.448+0.549"", ""normalized_ratio"": 0.821, ""question"": ""1"", ""raw_ratio"": 0.72, ""subject"": ""AP Precalculus""}], ""verb"": ""identify""}]",Medium,Medium,same
APBIO-FRQ-S-028,7a819a05-5d81-4359-9f51-006bc51212b3,0.660286,computed,all_exact,"[{""ratio"": 0.660286, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""C1"", ""normalization"": ""none"", ""normalized_ratio"": 0.76, ""question"": ""1"", ""raw_ratio"": 0.76, ""subject"": ""AP Biology""}, {""label"": ""C2"", ""normalization"": ""none"", ""normalized_ratio"": 0.89, ""question"": ""1"", ""raw_ratio"": 0.89, ""subject"": ""AP Biology""}, {""label"": ""AB4 P3"", ""normalization"": ""0.27-0.439+0.549"", ""normalized_ratio"": 0.38000000000000006, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.27, ""subject"": ""AP Calculus AB""}, {""label"": ""BC4 P3"", ""normalization"": ""0.38-0.546+0.549"", ""normalized_ratio"": 0.383, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.38, ""subject"": ""AP Calculus BC""}, {""label"": ""01"", ""normalization"": ""0.56-0.440+0.549"", ""normalized_ratio"": 0.669, ""question"": ""4"", ""raw_ratio"": 0.56, ""subject"": ""AP Chemistry""}, {""label"": ""01"", ""normalization"": ""0.61-0.440+0.549"", ""normalized_ratio"": 0.7190000000000001, ""question"": ""7"", ""raw_ratio"": 0.61, ""subject"": ""AP Chemistry""}, {""label"": ""A2"", ""normalization"": ""0.72-0.448+0.549"", ""normalized_ratio"": 0.821, ""question"": ""1"", ""raw_ratio"": 0.72, ""subject"": ""AP Precalculus""}], ""verb"": ""identify""}]",Easy,Medium,different
APBIO-FRQ-S-029,205c0b5d-0937-47e4-8044-0df319848075,0.537167,computed,all_exact,"[{""ratio"": 0.515333, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.64, ""question"": ""1"", ""raw_ratio"": 0.64, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""none"", ""normalized_ratio"": 0.5, ""question"": ""2"", ""raw_ratio"": 0.5, ""subject"": ""AP Biology""}, {""label"": ""A1"", ""normalization"": ""0.46-0.603+0.549"", ""normalized_ratio"": 0.4060000000000001, ""question"": ""3"", ""raw_ratio"": 0.46, ""subject"": ""AP Physics C: E&M""}], ""verb"": ""describe""}, {""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-S-031,f4dc03a9-a479-4443-aa4f-5e6870cd6fae,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
APBIO-FRQ-S-032,a04bde76-f1f8-485d-af9b-f8e3e38390df,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-033,502aa255-e7de-4bcb-a18d-26af2d07fc01,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-036,09b27b58-3cc8-4423-a9c9-a6771fc44c42,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Easy,Medium,different
APBIO-FRQ-S-038,968b0367-0a44-4f51-a59a-8d85f5039c44,0.659000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}, {""ratio"": 0.759, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""01"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""5"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}], ""verb"": ""predict""}]",Easy,Medium,different
APBIO-FRQ-S-040,933fa551-5500-46c9-b6b3-2a203759459f,,unavailable,,[],Hard,,unavailable_judgement_basis
APBIO-FRQ-S-045,923ce8b5-f4ce-439c-8d99-b28973ed0f3f,0.698353,computed,all_exact,"[{""ratio"": 0.637706, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""C3"", ""normalization"": ""none"", ""normalized_ratio"": 0.49, ""question"": ""1"", ""raw_ratio"": 0.49, ""subject"": ""AP Biology""}, {""label"": ""AB2 P1"", ""normalization"": ""0.75-0.439+0.549"", ""normalized_ratio"": 0.8600000000000001, ""question"": ""AB2"", ""raw_ratio"": 0.75, ""subject"": ""AP Calculus AB""}, {""label"": ""AB2 P2"", ""normalization"": ""0.66-0.439+0.549"", ""normalized_ratio"": 0.77, ""question"": ""AB2"", ""raw_ratio"": 0.66, ""subject"": ""AP Calculus AB""}, {""label"": ""AB3 P9"", ""normalization"": ""0.54-0.439+0.549"", ""normalized_ratio"": 0.6500000000000001, ""question"": ""AB3/BC3"", ""raw_ratio"": 0.54, ""subject"": ""AP Calculus AB""}, {""label"": ""BC1 P3"", ""normalization"": ""0.77-0.546+0.549"", ""normalized_ratio"": 0.773, ""question"": ""AB1/BC1"", ""raw_ratio"": 0.77, ""subject"": ""AP Calculus BC""}, {""label"": ""BC2 P9"", ""normalization"": ""0.21-0.546+0.549"", ""normalized_ratio"": 0.21299999999999997, ""question"": ""BC2"", ""raw_ratio"": 0.21, ""subject"": ""AP Calculus BC""}, {""label"": ""BC5 P3"", ""normalization"": ""0.63-0.546+0.549"", ""normalized_ratio"": 0.633, ""question"": ""BC5"", ""raw_ratio"": 0.63, ""subject"": ""AP Calculus BC""}, {""label"": ""05"", ""normalization"": ""0.66-0.440+0.549"", ""normalized_ratio"": 0.7690000000000001, ""question"": ""1"", ""raw_ratio"": 0.66, ""subject"": ""AP Chemistry""}, {""label"": ""06"", ""normalization"": ""0.46-0.440+0.549"", ""normalized_ratio"": 0.5690000000000001, ""question"": ""1"", ""raw_ratio"": 0.46, ""subject"": ""AP Chemistry""}, {""label"": ""08"", ""normalization"": ""0.42-0.440+0.549"", ""normalized_ratio"": 0.529, ""question"": ""1"", ""raw_ratio"": 0.42, ""subject"": ""AP Chemistry""}, {""label"": ""01"", ""normalization"": ""0.84-0.440+0.549"", ""normalized_ratio"": 0.9490000000000001, ""question"": ""2"", ""raw_ratio"": 0.84, ""subject"": ""AP Chemistry""}, {""label"": ""08"", ""normalization"": ""0.64-0.440+0.549"", ""normalized_ratio"": 0.7490000000000001, ""question"": ""2"", ""raw_ratio"": 0.64, ""subject"": ""AP Chemistry""}, {""label"": ""08"", ""normalization"": ""0.52-0.440+0.549"", ""normalized_ratio"": 0.629, ""question"": ""3"", ""raw_ratio"": 0.52, ""subject"": ""AP Chemistry""}, {""label"": ""04"", ""normalization"": ""0.54-0.440+0.549"", ""normalized_ratio"": 0.649, ""question"": ""4"", ""raw_ratio"": 0.54, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.41-0.440+0.549"", ""normalized_ratio"": 0.519, ""question"": ""7"", ""raw_ratio"": 0.41, ""subject"": ""AP Chemistry""}, {""label"": ""03"", ""normalization"": ""0.48-0.440+0.549"", ""normalized_ratio"": 0.589, ""question"": ""7"", ""raw_ratio"": 0.48, ""subject"": ""AP Chemistry""}, {""label"": ""D2"", ""normalization"": ""0.5-0.548+0.549"", ""normalized_ratio"": 0.501, ""question"": ""3"", ""raw_ratio"": 0.5, ""subject"": ""AP Physics C: Mech""}], ""verb"": ""calculate""}, {""ratio"": 0.759, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""01"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""5"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}], ""verb"": ""predict""}]",Hard,Medium,different
APBIO-FRQ-S-046,3b98ba34-103c-41f2-83cb-8e7c05de4f15,,unavailable,,[],Easy,,unavailable_no_resolved_verb
APBIO-FRQ-S-047,840d2217-ce35-43a7-a0f7-8a233590b628,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-048,5a3e01a6-0b07-4c8d-b3a3-79783c9861a9,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-051,aaa389e4-ab38-4be6-80d3-9c595be504c6,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-052,32a19d38-ab7b-40e9-bec7-02dc3993d943,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-058,de993d8e-09a0-49d8-bb2b-6a15008f6182,,unavailable,,[],Medium,,unavailable_judgement_basis
APBIO-FRQ-S-061,0907dce7-5af1-4e5f-bea1-b78b2dae0d05,0.609643,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}, {""ratio"": 0.660286, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""C1"", ""normalization"": ""none"", ""normalized_ratio"": 0.76, ""question"": ""1"", ""raw_ratio"": 0.76, ""subject"": ""AP Biology""}, {""label"": ""C2"", ""normalization"": ""none"", ""normalized_ratio"": 0.89, ""question"": ""1"", ""raw_ratio"": 0.89, ""subject"": ""AP Biology""}, {""label"": ""AB4 P3"", ""normalization"": ""0.27-0.439+0.549"", ""normalized_ratio"": 0.38000000000000006, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.27, ""subject"": ""AP Calculus AB""}, {""label"": ""BC4 P3"", ""normalization"": ""0.38-0.546+0.549"", ""normalized_ratio"": 0.383, ""question"": ""AB4/BC4"", ""raw_ratio"": 0.38, ""subject"": ""AP Calculus BC""}, {""label"": ""01"", ""normalization"": ""0.56-0.440+0.549"", ""normalized_ratio"": 0.669, ""question"": ""4"", ""raw_ratio"": 0.56, ""subject"": ""AP Chemistry""}, {""label"": ""01"", ""normalization"": ""0.61-0.440+0.549"", ""normalized_ratio"": 0.7190000000000001, ""question"": ""7"", ""raw_ratio"": 0.61, ""subject"": ""AP Chemistry""}, {""label"": ""A2"", ""normalization"": ""0.72-0.448+0.549"", ""normalized_ratio"": 0.821, ""question"": ""1"", ""raw_ratio"": 0.72, ""subject"": ""AP Precalculus""}], ""verb"": ""identify""}]",Medium,Medium,same
APBIO-FRQ-S-062,f859f5be-f80a-4b71-8525-7c238756def2,0.559000,computed,all_exact,"[{""ratio"": 0.559, ""ratio_source"": ""exact_verb"", ""source_rows"": [{""label"": ""03"", ""normalization"": ""0.65-0.440+0.549"", ""normalized_ratio"": 0.7590000000000001, ""question"": ""1"", ""raw_ratio"": 0.65, ""subject"": ""AP Chemistry""}, {""label"": ""02"", ""normalization"": ""0.25-0.440+0.549"", ""normalized_ratio"": 0.35900000000000004, ""question"": ""3"", ""raw_ratio"": 0.25, ""subject"": ""AP Chemistry""}], ""verb"": ""explain""}]",Medium,Medium,same
