item_id,item_version,question_type,frq_form,review_stage,archetype,relation_subtype,expected_image_filename,stem,canonical_answer,modules,subtopics,display_table_json,expected_graph_spec_json,criterion_definitions_json,rights_status,notes
HDG-2026-P1-CAT-019,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-019__response-01.jpg,"Researchers measured callus growth for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-019 at the top of your page.

| Treatment | Mean mass gain (g) | SEM (g) |
| --- | --- | --- |
| no auxin | 49.0 | 1.4 |
| low auxin | 57.0 | 1.75 |
| medium auxin | 52.0 | 0.7 |
| high auxin | 64.0 | 1.05 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis mass gain (g). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,callus growth|categorical comparison|SEM error bars,"[{""Mean mass gain (g)"": 49.0, ""SEM (g)"": 1.4, ""Treatment"": ""no auxin""}, {""Mean mass gain (g)"": 57.0, ""SEM (g)"": 1.75, ""Treatment"": ""low auxin""}, {""Mean mass gain (g)"": 52.0, ""SEM (g)"": 0.7, ""Treatment"": ""medium auxin""}, {""Mean mass gain (g)"": 64.0, ""SEM (g)"": 1.05, ""Treatment"": ""high auxin""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""mass gain (g)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-020,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-020__response-01.jpg,"Researchers measured water loss for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-020 at the top of your page.

| Treatment | Mean mass lost in 30 min (g) | SEM (g) |
| --- | --- | --- |
| still air | 44.0 | 1.75 |
| fan low | 62.0 | 0.7 |
| fan medium | 49.0 | 1.05 |
| fan high | 67.0 | 1.4 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis mass lost in 30 min (g). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,water loss|categorical comparison|SEM error bars,"[{""Mean mass lost in 30 min (g)"": 44.0, ""SEM (g)"": 1.75, ""Treatment"": ""still air""}, {""Mean mass lost in 30 min (g)"": 62.0, ""SEM (g)"": 0.7, ""Treatment"": ""fan low""}, {""Mean mass lost in 30 min (g)"": 49.0, ""SEM (g)"": 1.05, ""Treatment"": ""fan medium""}, {""Mean mass lost in 30 min (g)"": 67.0, ""SEM (g)"": 1.4, ""Treatment"": ""fan high""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""mass lost in 30 min (g)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-021,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-021__response-01.jpg,"Researchers measured chlorophyll absorbance for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-021 at the top of your page.

| Treatment | Mean absorbance at 540 nm (a.u.) | SEM (a.u.) |
| --- | --- | --- |
| low blue | 48.0 | 0.7 |
| moderate blue | 56.0 | 1.05 |
| high blue | 67.0 | 1.4 |
| mixed light | 72.0 | 1.75 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis absorbance at 540 nm (a.u.). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,chlorophyll absorbance|categorical comparison|SEM error bars,"[{""Mean absorbance at 540 nm (a.u.)"": 48.0, ""SEM (a.u.)"": 0.7, ""Treatment"": ""low blue""}, {""Mean absorbance at 540 nm (a.u.)"": 56.0, ""SEM (a.u.)"": 1.05, ""Treatment"": ""moderate blue""}, {""Mean absorbance at 540 nm (a.u.)"": 67.0, ""SEM (a.u.)"": 1.4, ""Treatment"": ""high blue""}, {""Mean absorbance at 540 nm (a.u.)"": 72.0, ""SEM (a.u.)"": 1.75, ""Treatment"": ""mixed light""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""absorbance at 540 nm (a.u.)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-022,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-022__response-01.jpg,"Researchers measured leaf pore density for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-022 at the top of your page.

| Treatment | Mean stomatal density (stomata/mm^2) | SEM (stomata/mm^2) |
| --- | --- | --- |
| deep shade | 48.0 | 1.05 |
| partial shade | 42.0 | 1.4 |
| open sun | 34.0 | 1.75 |
| reflected sun | 27.0 | 0.7 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis stomatal density (stomata/mm^2). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,leaf pore density|categorical comparison|SEM error bars,"[{""Mean stomatal density (stomata/mm^2)"": 48.0, ""SEM (stomata/mm^2)"": 1.05, ""Treatment"": ""deep shade""}, {""Mean stomatal density (stomata/mm^2)"": 42.0, ""SEM (stomata/mm^2)"": 1.4, ""Treatment"": ""partial shade""}, {""Mean stomatal density (stomata/mm^2)"": 34.0, ""SEM (stomata/mm^2)"": 1.75, ""Treatment"": ""open sun""}, {""Mean stomatal density (stomata/mm^2)"": 27.0, ""SEM (stomata/mm^2)"": 0.7, ""Treatment"": ""reflected sun""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""stomatal density (stomata/mm^2)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-023,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-023__response-01.jpg,"Researchers measured membrane leakage for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-023 at the top of your page.

| Treatment | Mean conductivity after 10 min (uS/cm) | SEM (uS/cm) |
| --- | --- | --- |
| isotonic | 33.0 | 1.4 |
| mild salt | 35.0 | 1.75 |
| moderate salt | 50.0 | 0.7 |
| high salt | 52.0 | 1.05 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis conductivity after 10 min (uS/cm). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,membrane leakage|categorical comparison|SEM error bars,"[{""Mean conductivity after 10 min (uS/cm)"": 33.0, ""SEM (uS/cm)"": 1.4, ""Treatment"": ""isotonic""}, {""Mean conductivity after 10 min (uS/cm)"": 35.0, ""SEM (uS/cm)"": 1.75, ""Treatment"": ""mild salt""}, {""Mean conductivity after 10 min (uS/cm)"": 50.0, ""SEM (uS/cm)"": 0.7, ""Treatment"": ""moderate salt""}, {""Mean conductivity after 10 min (uS/cm)"": 52.0, ""SEM (uS/cm)"": 1.05, ""Treatment"": ""high salt""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""conductivity after 10 min (uS/cm)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-024,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-024__response-01.jpg,"Researchers measured root tip mitosis for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-024 at the top of your page.

| Treatment | Mean mitotic cells (%) | SEM (%) |
| --- | --- | --- |
| cool | 44.0 | 1.75 |
| room temp | 52.0 | 0.7 |
| warm | 47.0 | 1.05 |
| heat stress | 59.0 | 1.4 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis mitotic cells (%). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,root tip mitosis|categorical comparison|SEM error bars,"[{""Mean mitotic cells (%)"": 44.0, ""SEM (%)"": 1.75, ""Treatment"": ""cool""}, {""Mean mitotic cells (%)"": 52.0, ""SEM (%)"": 0.7, ""Treatment"": ""room temp""}, {""Mean mitotic cells (%)"": 47.0, ""SEM (%)"": 1.05, ""Treatment"": ""warm""}, {""Mean mitotic cells (%)"": 59.0, ""SEM (%)"": 1.4, ""Treatment"": ""heat stress""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""mitotic cells (%)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-025,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-025__response-01.jpg,"Researchers measured enzyme product for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-025 at the top of your page.

| Treatment | Mean product formed in 5 min (umol) | SEM (umol) |
| --- | --- | --- |
| pH 5 | 39.0 | 0.7 |
| pH 6 | 57.0 | 1.05 |
| pH 7 | 44.0 | 1.4 |
| pH 8 | 62.0 | 1.75 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis product formed in 5 min (umol). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,enzyme product|categorical comparison|SEM error bars,"[{""Mean product formed in 5 min (umol)"": 39.0, ""SEM (umol)"": 0.7, ""Treatment"": ""pH 5""}, {""Mean product formed in 5 min (umol)"": 57.0, ""SEM (umol)"": 1.05, ""Treatment"": ""pH 6""}, {""Mean product formed in 5 min (umol)"": 44.0, ""SEM (umol)"": 1.4, ""Treatment"": ""pH 7""}, {""Mean product formed in 5 min (umol)"": 62.0, ""SEM (umol)"": 1.75, ""Treatment"": ""pH 8""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""product formed in 5 min (umol)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-026,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-026__response-01.jpg,"Researchers measured seed germination for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-026 at the top of your page.

| Treatment | Mean germination (%) | SEM (%) |
| --- | --- | --- |
| dark | 40.0 | 1.05 |
| red light | 48.0 | 1.4 |
| blue light | 59.0 | 1.75 |
| white light | 64.0 | 0.7 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis germination (%). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,seed germination|categorical comparison|SEM error bars,"[{""Mean germination (%)"": 40.0, ""SEM (%)"": 1.05, ""Treatment"": ""dark""}, {""Mean germination (%)"": 48.0, ""SEM (%)"": 1.4, ""Treatment"": ""red light""}, {""Mean germination (%)"": 59.0, ""SEM (%)"": 1.75, ""Treatment"": ""blue light""}, {""Mean germination (%)"": 64.0, ""SEM (%)"": 0.7, ""Treatment"": ""white light""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""germination (%)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-027,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-027__response-01.jpg,"Researchers measured yeast respiration for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-027 at the top of your page.

| Treatment | Mean CO2 produced (mL) | SEM (mL) |
| --- | --- | --- |
| no sugar | 68.0 | 1.4 |
| glucose | 62.0 | 1.75 |
| sucrose | 54.0 | 0.7 |
| starch | 47.0 | 1.05 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis CO2 produced (mL). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,yeast respiration|categorical comparison|SEM error bars,"[{""Mean CO2 produced (mL)"": 68.0, ""SEM (mL)"": 1.4, ""Treatment"": ""no sugar""}, {""Mean CO2 produced (mL)"": 62.0, ""SEM (mL)"": 1.75, ""Treatment"": ""glucose""}, {""Mean CO2 produced (mL)"": 54.0, ""SEM (mL)"": 0.7, ""Treatment"": ""sucrose""}, {""Mean CO2 produced (mL)"": 47.0, ""SEM (mL)"": 1.05, ""Treatment"": ""starch""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""CO2 produced (mL)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-028,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-028__response-01.jpg,"Researchers measured chloroplast settling for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-028 at the top of your page.

| Treatment | Mean green layer thickness (mm) | SEM (mm) |
| --- | --- | --- |
| control | 53.0 | 1.75 |
| low salt | 55.0 | 0.7 |
| medium salt | 70.0 | 1.05 |
| high salt | 72.0 | 1.4 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis green layer thickness (mm). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,chloroplast settling|categorical comparison|SEM error bars,"[{""Mean green layer thickness (mm)"": 53.0, ""SEM (mm)"": 1.75, ""Treatment"": ""control""}, {""Mean green layer thickness (mm)"": 55.0, ""SEM (mm)"": 0.7, ""Treatment"": ""low salt""}, {""Mean green layer thickness (mm)"": 70.0, ""SEM (mm)"": 1.05, ""Treatment"": ""medium salt""}, {""Mean green layer thickness (mm)"": 72.0, ""SEM (mm)"": 1.4, ""Treatment"": ""high salt""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""green layer thickness (mm)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
HDG-2026-P1-CAT-029,v0.1-research-seed,frq,short,canonical_answer,categorical_comparison_supplied_uncertainty,,HDG-2026-P1-CAT-029__response-01.jpg,"Researchers measured callus growth for four treatment groups. Use the data table to construct a graph that compares the group means. Include a categorical x-axis with the treatments in table order, a y-axis labeled with units, plotted means, and symmetric error bars showing plus or minus one SEM.

Write the item ID HDG-2026-P1-CAT-029 at the top of your page.

| Treatment | Mean mass gain (g) | SEM (g) |
| --- | --- | --- |
| no auxin | 36.0 | 0.7 |
| low auxin | 44.0 | 1.05 |
| medium auxin | 39.0 | 1.4 |
| high auxin | 51.0 | 1.75 |","Expected graph: categorical point-with-whisker or bar-with-whisker graph; x-axis treatment category in table order; y-axis mass gain (g). Required criteria: REPRESENTATION_TYPE, CATEGORY_IDENTITY, Y_UNIT, Y_SCALE, PLOT_VALUES, UNCERTAINTY_MARKS.",AP Biology|data analysis|experimental design|graph construction,callus growth|categorical comparison|SEM error bars,"[{""Mean mass gain (g)"": 36.0, ""SEM (g)"": 0.7, ""Treatment"": ""no auxin""}, {""Mean mass gain (g)"": 44.0, ""SEM (g)"": 1.05, ""Treatment"": ""low auxin""}, {""Mean mass gain (g)"": 39.0, ""SEM (g)"": 1.4, ""Treatment"": ""medium auxin""}, {""Mean mass gain (g)"": 51.0, ""SEM (g)"": 1.75, ""Treatment"": ""high auxin""}]","{""accepted_variants"": [""points with whiskers"", ""bars with whiskers""], ""representation"": ""categorical point-with-whisker or bar-with-whisker graph"", ""required_uncertainty"": ""symmetric plus/minus one SEM bars"", ""x_axis"": ""treatment category in table order"", ""y_axis"": ""mass gain (g)""}","[{""criterion_id"": ""REPRESENTATION_TYPE"", ""met_rule"": ""Uses accepted categorical graph representation.""}, {""criterion_id"": ""CATEGORY_IDENTITY"", ""met_rule"": ""All four treatments are identifiable in table order or clearly mapped.""}, {""criterion_id"": ""Y_UNIT"", ""met_rule"": ""Y-axis includes the required variable and unit.""}, {""criterion_id"": ""Y_SCALE"", ""met_rule"": ""Y-scale is interpretable and can represent all means and SEM bars.""}, {""criterion_id"": ""PLOT_VALUES"", ""met_rule"": ""All four means are plotted at recoverable positions.""}, {""criterion_id"": ""UNCERTAINTY_MARKS"", ""met_rule"": ""Each mean has centered symmetric plus/minus SEM bars.""}]",independently_authored_synthetic_research_seed_unverified,Research seed for hand-drawn graph capture and reviewer evaluation. Do not expose criterion definitions to the person drawing the graph.
