content_key,content_item_id,criterion_key,points_possible,span_index,status,provenance,confidence,flags
apphycem-frq-np1-006,4ce86170-c19a-4083-ac25-9269a08c4542,part-b-criterion-02,1,9,covered,authored,high,restatement_justified
apphycem-frq-np1-007,3fe2cde3-190a-480f-b2da-9d424ffd045f,part-a-criterion-01,1,1,covered,authored,high,
apphycem-frq-np1-007,3fe2cde3-190a-480f-b2da-9d424ffd045f,part-b-criterion-01,1,3,covered,authored,high,restatement_justified
apphycem-frq-np1-007,3fe2cde3-190a-480f-b2da-9d424ffd045f,part-b-criterion-02,1,5,covered,authored,high,restatement_justified
apphycem-frq-np1-007,3fe2cde3-190a-480f-b2da-9d424ffd045f,part-c-criterion-01,1,7,covered,authored,high,restatement_justified
apphycem-frq-np1-007,3fe2cde3-190a-480f-b2da-9d424ffd045f,part-c-criterion-02,1,9,covered,authored,high,restatement_justified
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-a-criterion-01,1,1,covered,authored,high,restatement_justified
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-a-criterion-02,1,3,covered,authored,high,
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-b-criterion-01,1,5,covered,authored,high,restatement_justified
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-b-criterion-02,1,7,covered,authored,high,restatement_justified
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-c-criterion-01,1,9,covered,authored,high,restatement_justified
apphycem-frq-np1-009,97ec5ef9-7570-46f9-ad11-fab65c8a658d,part-c-criterion-02,1,11,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-a-criterion-01,1,1,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-b-criterion-01,1,3,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-b-criterion-02,1,5,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-b-criterion-03,1,7,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-c-criterion-01,1,9,covered,authored,high,restatement_justified
apphycem-frq-np1-010,5fe7ed55-4b01-4bc1-a261-e1eb402258b9,part-c-criterion-02,1,11,covered,authored,high,restatement_justified
