content_item_id,subject_key,item_type,primary_unit_number,primary_topic_code,primary_topic_title,alt_topic_code,confidence,agreement_with_author_prose,agreement_with_explainer_retrieval,rationale,needs_human
c9e06a78-dfe6-49eb-a069-5a3bf2aa1ad7,ap-statistics,frq,2,2.1,Tabular and Graphical Representations for the Distributions of Two Categorical Variables,,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Tabular and Graphical Representations for the Distributions of Two Categorical Variables"".",false
fd23b590-846f-49cc-a45d-16ff3d187c67,ap-statistics,frq,3,3.11,Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Proportions,3.12,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Proportions"".",true
ee476290-e8fa-491d-ad5f-49a9e4a51f25,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,2.9,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for Two Categorical Variables"".",true
d96694c3-cce5-407b-ae36-1656d7ce1164,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,1.3,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Introducing Statistics: What Can We Learn from Data?"".",true
8a42ff98-03a4-4ba2-ac27-296c1932def9,ap-statistics,frq,3,3.11,Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Proportions,3.13,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Proportions"".",true
a4913da2-8e3b-4524-af90-74a5eb559735,ap-statistics,frq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.4,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
4621efff-f4e8-4fd8-ac47-0c5600406d6c,ap-statistics,frq,4,4.8,Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Means,1.6,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for the Difference Between Two Population Means"".",false
f7dbe26b-eb58-4ae1-a30a-c31b65767ee3,ap-statistics,frq,1,1.12,Potential Problems with Sampling,3.11,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Potential Problems with Sampling"".",true
f4ca034a-6b6b-4a24-ae04-4ffb82eef35f,ap-statistics,frq,2,2.3,Estimating Probabilities Using Simulation,3.4,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Estimating Probabilities Using Simulation"".",true
c15d8495-3926-4af0-a56d-b0ebd3901957,ap-statistics,frq,2,2.5,Mutually Exclusive Events,1.1,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Mutually Exclusive Events"".",false
81508254-a2e0-4906-ae6f-e7a63e0ad431,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,3.11,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Introduction to Random Variables and Probability Distributions"".",false
dcedcb2b-3c9d-4e14-a931-79ab0e8f47dc,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",false
b97d6604-1b56-4a08-a462-9a5b0e4af145,ap-statistics,frq,2,2.6,Conditional Probability,2.7,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Conditional Probability"".",true
f90a9e1b-6fd9-4158-a668-f4ed22e3f8c6,ap-statistics,frq,2,2.12,Sampling Distributions and the Central Limit Theorem,,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Sampling Distributions and the Central Limit Theorem"".",false
995aa8dd-b257-4228-a066-a045d75fcb58,ap-statistics,frq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for One Quantitative Variable"".",true
88d04972-a32f-45c0-ba36-88f89a20e76a,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
247fa43c-12a1-4325-9e4a-3d2ac12ca337,ap-statistics,frq,5,5.3,Linear Regression Models,5.5,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Linear Regression Models"".",true
417f613e-9b7d-4006-a7ad-7af2192740d7,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
778dd6fe-3743-4854-a85d-41ef92621f5b,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.4,medium,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",false
66842193-66be-4a88-83d6-7c3ea74c727e,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
dabb1c22-319b-43b0-85e8-46fc2156160a,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
44955911-e8a2-4692-bbf5-a2371008e2e6,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
4089bbf4-bd0b-4fa5-ba51-74abc72743fc,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
95710146-eeba-4389-89db-a86dc33663c7,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
0dc051bb-9021-4fb3-a17e-29d934feb013,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
e175ed67-4d5c-4580-9665-070c7e8bd014,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
b8e5af02-dfec-4250-a74c-9a38a8323fa2,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
dfdfef1f-dd1f-43e4-a636-cb65824c2ef5,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
2e2f5711-77bc-436d-9610-0c51b18bf9e0,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
ecf62b6d-7462-4724-b009-83a8a821939f,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
f5d5f18f-37e3-4dec-bb2c-9aa76f0fd002,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
9a8bccd1-85e7-4192-a1bb-71aad94ffe4c,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
c63603c5-a620-4b06-aec0-b91d964db1f5,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
b1ee175c-2ac3-4bbb-8139-761847e05c63,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.8,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
ca5f0628-cd55-4293-a6d8-51a1cacb6437,ap-statistics,frq,5,5.5,Least-Squares Regression,1.3,medium,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Least-Squares Regression"".",false
cbe1dae5-51e8-4b26-87ff-9e457f3f054e,ap-statistics,frq,1,1.6,Descriptions for One Quantitative Variable Distributions,1.9,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Descriptions for One Quantitative Variable Distributions"".",true
29737886-6a8a-40e6-9bb9-4825cbe52d8b,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,1.1,medium,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Summary Statistics for Two Categorical Variables"".",true
eb74b80e-3f89-430e-a5a2-741ece5451ef,ap-statistics,frq,5,5.5,Least-Squares Regression,2.2,medium,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Least-Squares Regression"".",true
271dbf21-91e0-423d-9c01-72dfe57a0dbf,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,5.4,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Summary Statistics for Two Categorical Variables"".",true
41f14ace-afaa-4882-9902-99207ac705ac,ap-statistics,frq,1,1.11,Random Sampling,3.2,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Random Sampling"".",true
a1d72619-88fb-44f0-ba0c-6b541c05936b,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,1.1,medium,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Introduction to Random Variables and Probability Distributions"".",false
af56da0a-d966-4882-bafb-d47d10b0b9fd,ap-statistics,frq,2,2.8,Introduction to Random Variables and Probability Distributions,2.2,medium,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Introduction to Random Variables and Probability Distributions"".",false
6117e0c1-110a-42de-b2a5-10f719c1cd5d,ap-statistics,frq,1,1.11,Random Sampling,2.11,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Random Sampling"".",true
b6acbd1b-2851-400a-9761-116bb50712ef,ap-statistics,frq,1,1.11,Random Sampling,2.11,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Random Sampling"".",true
520c93a1-2eb6-4363-88dd-42b182572364,ap-statistics,frq,3,3.3,Constructing a Confidence Interval for a Population Proportion,3.4,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Constructing a Confidence Interval for a Population Proportion"".",true
f3201719-d216-4143-aa92-8d64a9c469aa,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.7,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
dd0be3bd-4c02-456d-a2b9-0cd59f18e774,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Constructing a Confidence Interval for the Difference Between Two Population Proportions"".",true
822d2c2d-81f3-4ce1-8506-661a9d94dbcc,ap-statistics,frq,3,3.12,Setting Up a Test for the Difference Between Two Population Proportions,3.13,low,no,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Setting Up a Test for the Difference Between Two Population Proportions"".",true
f21ce773-4813-47a9-98fe-e89cba300512,ap-statistics,frq,3,3.14,Setting Up a Chi-Square Test for Homogeneity or Independence,3.15,low,yes,na,"Primary pick based on the item stem and author subtopic prose; closed-list lexical match to ""Setting Up a Chi-Square Test for Homogeneity or Independence"".",true
1a5a44ca-1545-4ea0-bc50-86ac0489ff6c,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Constructing a Confidence Interval for the Difference Between Two Population Proportions"".",true
43780d98-4cea-432e-86d7-182baf4d422c,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.7,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
2d8d4d3d-1af7-4f45-b32e-93e8c9f03ce0,ap-statistics,frq,3,3.2,Sampling Distributions for Sample Proportions,3.9,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Sampling Distributions for Sample Proportions"".",true
cfabb50f-6bee-4c75-af53-7ba415dd697f,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,1.10,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Introducing Statistics: What Can We Learn from Data?"".",true
d2affbe0-2481-4f00-8054-d42ff6398b27,ap-statistics,frq,1,1.11,Random Sampling,1.1,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Random Sampling"".",false
d9fb8bc8-8534-4259-ae09-8a82243aabce,ap-statistics,frq,2,2.2,Summary Statistics for Two Categorical Variables,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for Two Categorical Variables"".",true
0f7571c4-4327-45cf-9cc4-d9f822c8db65,ap-statistics,frq,1,1.3,Tabular Representation and Summary Statistics for One Categorical Variable,1.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Tabular Representation and Summary Statistics for One Categorical Variable"".",true
07edc710-16bb-4c09-b7d2-789cdc5a9926,ap-statistics,frq,2,2.12,Sampling Distributions and the Central Limit Theorem,4.1,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Sampling Distributions and the Central Limit Theorem"".",false
af82b114-64dc-4161-a900-4e6de29ab303,ap-statistics,frq,3,3.10,Constructing a Confidence Interval for the Difference Between Two Population Proportions,3.11,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Constructing a Confidence Interval for the Difference Between Two Population Proportions"".",true
bb2c9c91-f2c9-4312-a416-e6867c3fdaf3,ap-statistics,frq,1,1.13,Experimental Design,1.1,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Experimental Design"".",false
85d23dca-8f05-4e9e-9dbe-22600f8c5528,ap-statistics,frq,1,1.13,Experimental Design,1.1,medium,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Experimental Design"".",false
4c9180d9-3f05-4fb6-a5f5-0b1e59100ad8,ap-statistics,frq,3,3.12,Setting Up a Test for the Difference Between Two Population Proportions,3.13,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Setting Up a Test for the Difference Between Two Population Proportions"".",true
7db0ade2-21b7-4cd9-b0d9-59ad3cf3b731,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
d16208a1-86e9-4bbf-a227-6c35f62e8843,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
1aa847f3-d07e-49db-be54-141b4269649f,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
01083ec3-5f29-4827-99ed-5c9829f39274,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
9a86f050-4bb9-44d4-862c-9fca39c125c6,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
5f38db56-d845-4f9f-b674-be833f35e082,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
b9ac5ed0-6f91-435d-9a2b-1a8896e63db4,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
495a6980-940c-49ee-918b-73ed1dee2043,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
72dd5024-8a93-4752-90c9-4099341517bc,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
59af95bc-6b6e-4c79-987d-fb7b0455fdbd,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
967902b0-913a-4f3d-9593-944b80837cd9,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
929b3bb8-8e75-4666-8b7e-7b035f23bbf9,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
14480321-788c-445d-886a-4ee986b1380b,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
fde38ef5-516a-405a-9d6a-ae5c7ebf5625,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
f8b8d309-d590-453c-ba1a-de5a50422847,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
9569b2b0-7a19-441a-ba3b-feda8f69c1eb,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.6,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
7c2556fb-1586-4e84-87bd-549fbb32cf16,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
42ed8387-2e57-40fd-bd85-8b911aa08ed5,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
1e1e7327-606f-44f8-8b21-64ca4ab00343,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
5005a284-5856-4f5e-a6c2-93d208d392fc,ap-statistics,mcq,4,4.3,Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference,4.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Justifying a Claim Based on a Confidence Interval for a Population Mean or Population Mean Difference"".",true
cc470e39-255e-465c-a93f-2d6e3c325b89,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for One Quantitative Variable"".",true
499e91c6-ea09-4f5e-baff-7b07f25ee78b,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for One Quantitative Variable"".",true
e40f868d-5b8f-46bf-bd03-4fcc938613b5,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for One Quantitative Variable"".",true
68849543-8c77-46f6-9c44-db7e1b18163e,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,1.8,low,na,na,"Primary pick based on the item stem; closed-list lexical match to ""Summary Statistics for One Quantitative Variable"".",true
