content_key,content_item_id,content_item_version_id,subject_key,item_type,current_rubric_type,current_evaluator_strategy,prompt_rubric_type,prompt_evaluator_strategy,proposed_rubric_type,proposed_evaluator_strategy,routing_basis,behavior_change,confidence
APSTAT-MOD6-H001,d070712f-9e57-4a0b-8af1-ef22b932dd3d,bf471ada-e35b-4d63-b27d-d9aba40722ca,ap-statistics,frq,,,discrete_text,llm_discrete_text,discrete_text,llm_discrete_text,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTAT-MOD6-H002-INV,a067f214-64d3-48f4-b267-c41ce5fc5e5d,c93a7c33-587b-48dc-9aaf-929e9e3cccc0,ap-statistics,frq,,,discrete_text,llm_discrete_text,discrete_text,llm_discrete_text,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTAT-MOD6-M002,5808c609-bc29-476a-a404-afa15124ebf3,0d1808ac-8b62-472d-abcb-1d7edd5184ab,ap-statistics,frq,,,discrete_text,llm_discrete_text,discrete_text,llm_discrete_text,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTAT-MOD7-H002-INV,7d8d53e7-8dc5-4175-b972-688ffe5f9edf,9817ead7-52af-493f-b7ef-dc30c3c4d904,ap-statistics,frq,,,discrete_text,llm_discrete_text,discrete_text,llm_discrete_text,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTAT-MOD8-M004,35c5517b-23ad-497f-8eb5-10a36b7bcc11,b7db04ce-be58-44b8-bbec-2be286e254d9,ap-statistics,frq,,,discrete_text,llm_discrete_text,discrete_text,llm_discrete_text,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-001-CAL,590cd7ea-cd9a-4a5e-832f-7a00c3f1b8e6,f0d82dd6-21d8-43bf-a786-d3eda22eb544,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-003-CAL,6c2e8617-66ed-484a-9fe2-d1bf33a0b5d5,669f220b-b06c-45e5-98fd-9500811ffffb,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-004-CAL,de9b4998-3e88-45ef-aeda-9a238571ebbb,64612ee1-a24d-4587-a1a3-25d50b4706e8,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-005-CAL,33ee0e0e-4cb3-431e-bf76-f4f622c2e6ab,9a951e40-ade8-4f65-a19d-fd60ef927a77,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-006-CAL,acce1443-26d8-463a-91df-414604d7036c,34dfa75b-703d-4c8b-9d2f-52469c5b23ef,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-008-CAL,291e1dc4-ce1d-45c9-9a3d-ed206fb5397c,b5b551fb-d92c-49d8-9c08-cf64334cf5ba,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-009-CAL,e5d16b42-7b57-440b-b3a4-c044bd8c773c,ed8f2081-caa5-41ce-9f66-ba8e67863cfd,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-010-CAL,8d27f7fd-b55c-4931-a2e5-2ac4c9f4daed,2b5f7fbb-aa4c-456d-99b0-0773f8b14e24,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-011-CAL,82f24da9-556c-4266-b163-ba2147e558db,473ac72e-cb6a-4bba-91b6-6a97907a0f72,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-013-CAL,5692c37e-d47e-4d0d-8163-6cf2321aff90,24df5444-b2fc-4fa0-8295-abb0fe064a84,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-014-CAL,37267cf0-b493-4d79-8991-9716023331c8,52109b9e-9a20-43ef-b443-42f9558e4305,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-016-CAL,6911479d-3b9f-48ae-bd28-f28f775ba509,2bdcb47c-2ed4-402f-a1a1-e33577d8a15d,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-018-CAL,347b8d6e-259e-4ba5-a2c7-19911381cf51,6134fe00-5bbe-469b-a58d-a882b7e57c79,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-019,6f807db9-169e-4ee4-be80-c4a87658a003,fbde3145-2edc-418a-807b-8ad205dedf84,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-020,fe0b6b43-ebfa-413e-b762-878e5b9713a5,7141715f-825a-4e51-be11-dabb120371ca,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-021,18ae04f7-9b87-4ff6-969f-21aefc78c42c,d3588284-6905-4667-b11b-e9d270410f0f,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-022,14499662-732a-400a-8b05-644cc91b3d93,ee90a501-d6ae-4a4e-9d1b-2dba077782df,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-023,35f102c0-6006-430e-976a-716915fc017a,8e478e2a-08ac-41c1-9048-f345cc3df2bb,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-024,997bc646-fe66-4c6c-b66f-d5244d3e97cf,07dc1163-1dad-411a-b70a-c4254b309fe2,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-025,bb6e2770-4f62-4701-9432-9d0410fdfcfa,dbb8de03-54d2-4f6a-b0e4-ed3a92f702e6,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-026,6f8c5dd3-3aca-4cc3-a5fc-26583442abc8,d9e286a3-74b3-4844-ab0a-63ba55fd63be,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-027,40479152-0fbe-4c34-a845-d6978fb2a37c,7a108f76-cd92-41a2-979c-db6513fe9c17,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-028,88730e3f-91f9-4115-89df-7fe2a405d683,b088e116-7949-453f-be4d-bc89ce2d05ef,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-029,d95ab036-87a0-47ee-ba6e-7433b9dd8f5b,0f677e08-6a5f-4ff8-b464-a90ee5f255ee,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-030,3d4c14b4-84d0-4302-ba3d-8b9441b8c869,0a00c482-74fc-4a7a-8acf-9abbcb54596e,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-031,6ea124bf-3dee-40cb-8352-f35595e0c4f8,eb0ff391-566d-484b-9774-e2ab98dc28b3,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-032,e693fbc2-e0ff-410d-9552-c2ad9e3ebd67,cc3d551e-f0e0-400c-94b3-dc282aa0440a,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-033,8f418ec5-bb6f-4b5b-879c-72ea36d72bdf,745c5d49-8013-433e-a0e7-7f24217e8026,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-034,3473d939-a4ff-42f7-b40e-a5dd192c28ab,2de8949a-8ddb-46a7-85fc-35eebd0ace60,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-035,be65ce51-7d96-412e-91ee-74f468c4181f,6a25809a-3ded-457c-982a-920144983361,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-036,771a639a-1537-48bc-9807-f91675e701f2,86c4d1f9-5590-4a87-85f3-30a49904cabd,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-037,3213356f-9a3e-47df-a521-f5d442875abf,b16c8b73-287e-427f-be64-f516b395ada9,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-038,3e4742b1-67fe-4389-ab41-463a4681e0b4,e0d8f8ae-9a57-4162-a5a2-bff62180c322,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-039,c62d4174-b221-427d-82e3-d3a2b3ce7dd4,9ede0596-b285-4fb6-b1df-717ed199b3a8,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-040,59b1077a-1584-47bc-a529-a9d06afa4c2b,72ff2392-7b2e-4949-95f5-d556d3fdd6ff,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-041,0e960a55-55c5-48d2-a135-2e35b13b258e,c180ab2b-d302-4e03-931c-f013a749f3f3,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-042,be4c4fcd-bd1c-4124-90cb-5b4b52c2f7e5,9fc61bee-5442-4161-ba09-21aed4627188,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-043,7c24861b-c7bf-490f-87dd-715a51560c7a,b198739b-0eaa-44bf-b553-d1b8e34f31a1,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-044,a69b9346-785c-45df-9f29-a6354052e402,f3ddd289-cd3b-4800-a413-1887573c4961,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-045,3c9929da-fef6-434a-8512-6d857f40c610,1825f66b-fd3d-46fa-89f1-b20f7c552895,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-046,a3d44672-c6f9-47c9-a716-47e2dc30be30,1b5b2fe3-9c91-469b-a753-4ca46a926432,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-047,423d231a-f0a2-4478-86ac-917bd38ddf91,f3989253-05a9-487a-80da-a9cc317c5a2a,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-048,1ef0193f-85d8-4769-b7cc-f30ef5d493b1,d73e4a76-8708-44e3-923c-c20ef2dce583,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-049,26523b4e-c77f-4ba9-a592-74386841c208,292ce937-5171-45cb-ab97-36848147b399,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-050,05e76206-dbf6-494f-81cb-a055bc6a3de7,d7e0f2f6-6450-4a15-b928-c8c176c147a4,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-051,22a1b712-6ab0-4c5a-a3b2-2b3b4e248f41,7a17fc0d-8a82-4271-bf6f-21690d9242b6,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-052,b33465a7-0f9a-4adc-91e2-1dfa175842eb,56e5bafc-b49c-40c1-8477-5901f84e308e,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-053,38c5be36-fd77-47be-b061-2f9e4d28fc75,606835ad-faa0-45de-9e59-fc31ea724592,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-054,e49b8e85-2737-4664-8846-abc96d89a8c5,b1c6dd0e-9be2-471b-986c-583e31c859d5,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-055,2cb12761-b0a8-421b-ab3f-8e66d36218b9,316fbac2-416c-4538-8ca1-ad2d9191ecdc,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-056,46f9669d-56fa-402c-9871-ef5b92646445,654002f4-3a24-4498-9e37-4879461a2816,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-057,80573ffb-e9b5-4507-b530-4b22e742e4e5,89cb0fc2-0252-4f31-ad05-5ac287e78a38,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-058,b5e36781-5f96-4734-a896-52e7d98ef57b,4cb2b3d6-4c27-4427-9bd9-75e486e63429,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-059,99eb17f3-cd99-40b3-9af4-465eb5193b11,e6bafd72-01af-4388-b8c0-8b604b3992a6,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-060,ecbf39b7-05c2-4632-9a78-126502a2fbc3,0ea7e612-9966-4a29-8b89-f5465316c4c1,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-061,e695f3ac-4910-47fc-b811-623bbebc730f,18a28599-e193-469f-a5c9-5bfd767a717b,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-062,fc7633e2-9b9e-4335-806e-199a64747862,ce3272ff-7837-4d4f-97af-55b1979fa1b6,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-063,98d10d3a-7eea-481a-854f-7daf0cb997d1,b0d4e487-4202-4edd-842b-c6d01b1d0768,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-064,18565f1d-4de3-4e88-9a41-92ed9c84c0fe,a5fe7a0c-182a-41a1-adeb-043534bf594f,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-065,0bf79bc4-d0ac-4066-95f6-faaf20382b79,1f797ea1-a552-4685-aca4-4f286a6e364a,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-066,e05caae8-c128-498d-ac50-99f7080be477,baddaff9-6859-4898-abd1-434dc0530278,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-067,bc8bf77c-c3a7-4d91-9862-642eb57d2eb4,8c4d5425-a4ed-4d80-b6a8-a30e08a243ed,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-068,1a9fd885-25de-419b-839f-197ca2a9e38d,fabe1511-27c6-4a53-a3ca-7482751b40ac,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-069,e518aac2-44b7-40ee-aac3-44ad595193e2,b7783182-aaf1-4ab6-b9c0-4ab603588b94,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-070,82889042-3bc1-486c-8200-b972410522d6,05ff0a70-0ce4-47e4-8310-7d9241ae2af1,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-071,bd79d09f-1998-45e2-a30a-376c213181df,e8114413-8afb-421c-9315-0d9362285834,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-072,5aa1ff51-39b1-4ac3-a648-e047574385a3,8e5235c6-e540-4f11-9e8a-7a7412af1956,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-073,303cedc1-1c82-4c56-b07b-5661a50cefae,79a46327-19e7-41df-9bcd-01d820f0d6d7,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-074,2b68aac7-70cd-4677-9bc0-bf3e71f52bf6,d070a56f-521f-402b-b2ca-96c273b28c16,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-075,0438c3a5-9016-43e3-9456-0d31907d9868,377b46a4-9d1d-4f3c-a875-219b971a88a8,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-076,615ee310-cb1f-47c9-8542-fb968ca51152,36cdafd8-68f7-46a7-b3cd-0800bb10c360,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-078,4a0cde69-239f-4f41-b3db-b99b50a364af,23fa21e5-afe2-4046-9f2c-4115d3515828,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-079,01987033-09b6-46aa-951e-11eec09f5125,c7caf9d7-21ff-4a00-a0a8-d14ab2b260b4,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-080,33e696fb-715b-4022-8030-82c642778129,17ad586e-f311-4f7d-b02f-5fcdd9ae6fbe,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-081,61091d9a-d9e8-4f37-8f5e-c14c49e9acf8,731f52d2-5d52-4bd4-8492-78346923b50f,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-082,bd5793b6-8c65-4dee-9eda-72a9d6c4a171,5d06a7b5-bbb4-4395-be72-01f76dcdfd7b,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-083,c4871d3c-0cdb-46fe-b952-0abd6541d3c4,0adf9714-cd48-4bda-a3fa-81b51a7f08cb,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-084,2f698870-8d90-4a91-a225-cd7ad743d388,6e950b9f-b741-4ee0-bf9e-c2a394fc626a,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
APSTATS-MCQ-085,03b89bc0-d6e3-4440-abd8-a8b5d851a1cd,4c0eead9-c548-41df-a21a-ef63f9bf8ff2,ap-statistics,mcq,,,mcq,rule_based_mcq,mcq,rule_based_mcq,prompt_json mirror,none; proposal materializes the route already selected by prompt metadata or item-type fallback,high
